id,finding_type,tokens_per_request_default,tokens_per_request_openai,tokens_per_request_anthropic,tokens_per_request_cohere,memory_mb_aws_lambda,memory_mb_gcp_functions,memory_mb_azure_functions,memory_mb_default,window_trivial_bypass,window_high_bypass,window_medium_bypass,window_low_bypass,auth_bypass_threshold_trivial,auth_bypass_threshold_high,auth_bypass_threshold_medium,complexity_multiplier_trivial,complexity_multiplier_low,complexity_multiplier_medium,complexity_multiplier_high,rps_threshold_high,rps_threshold_medium,rps_multiplier_high,rps_multiplier_medium,rps_multiplier_low,discovery_likelihood_api,discovery_likelihood_other,daily_to_weekly_factor,daily_to_monthly_factor,created_at,updated_at
1,DENIAL_OF_WALLET,750,800,650,500,256,128,128,128,86400,21600,7200,1800,0.90,0.50,0.20,3.00,2.00,1.00,0.30,50,10,1.50,1.20,1.00,0.80,0.40,5.0,20.0,2025-06-20 14:15:22.285263+00,2025-06-20 14:15:22.285263+00
